c_name,num_of_genes,lca,lcaID,percentage_target,most_abundant_taxon,target_bitscore_mean,target_bitscore_sd,target_evalue_mean,target_evalue_sd,other_bitscore_mean,other_bitscore_sd,other_evalue_mean,other_evalue_sd
contig_1068,16,Bilateria,33213,0.75,Bradysia,122.87,88.07,1.692807550000692e-07,5.859746890506877e-07,89.1,15.41,7.950000001895e-14,1.1242997818186172e-13
contig_1070,7,Neoptera,33340,0.8571428571428571,Bradysia,216.27,281.31,8.979588333333333e-06,2.0293037805533617e-05,163.0,,5.89e-49,
contig_1073,6,Sciaridae,7184,0.6666666666666666,Bradysia,183.25,105.1,1.725e-11,3.45e-11,160.0,,1.45e-38,
contig_1076,1,Neoptera,33340,1.0,Neoptera,106.0,,1.02e-26,,,,,
contig_1077,1,Unassigned,,0,,,,,,,,,
contig_148,614,cellular organisms,131567,0.6742671009771987,Bradysia,200.61,152.32,5.598046591535036e-07,7.7350334287857e-06,147.96,122.03,2.7049323759687674e-05,0.00011782077250191941
contig_1074,5,Bradysia,35571,0.8,Bradysia,249.75,110.04,1.882500000000029e-36,3.7649999999999814e-36,,,,
contig_1069,9,Neoptera,33340,0.8888888888888888,Bradysia,349.54,330.76,5.84720375e-06,1.5144384271145278e-05,163.0,,5.89e-49,
contig_105,44,Endopterygota,33392,0.6590909090909091,Bradysia,216.75,148.11,2.139207506875756e-08,1.1208435718296969e-07,198.28,100.75,3.529864718181818e-18,1.1697783627828086e-17
contig_1082,5,Endopterygota,33392,0.8,Bradysia,195.98,121.42,5.3e-14,1.06e-13,,,,
contig_1083,4,Bradysia,35571,0.75,Bradysia,202.13,119.83,9.133333333333333e-17,1.5819397375795747e-16,,,,
contig_1072,18,Bilateria,33213,0.6666666666666666,Bradysia,234.21,233.61,2.8858333333333332e-08,5.821468821734275e-08,113.48,83.95,2.5410644e-05,5.679018006215229e-05
contig_145,719,cellular organisms,131567,0.7009735744089013,Bradysia,222.25,200.59,5.451671568474849e-06,5.6354007424385437e-05,191.98,238.45,1.016440356395822e-05,4.893069316450638e-05
contig_106,45,Opisthokonta,33154,0.6,Bradysia,247.33,206.51,7.250574545704575e-09,3.672791529911549e-08,155.61,89.76,5.280037933333792e-05,0.00020449341574559491
contig_136,334,cellular organisms,131567,0.6676646706586826,Bradysia,238.64,197.36,3.6937810987192953e-07,2.5308360079323485e-06,150.85,100.6,3.2036887237247385e-05,0.0001522730046134523
contig_1065,44,Endopterygota,33392,0.7045454545454546,Bradysia,344.9,328.2,1.5958751614220072e-07,8.580360445188659e-07,179.08,147.06,1.6914177789333332e-05,5.065721108780738e-05
contig_111,7,Endopterygota,33392,0.5714285714285714,Endopterygota,167.72,78.1,7.85e-18,1.57e-17,73.4,6.79,1.240000525e-08,1.7536240748805176e-08
contig_1056,51,cellular organisms,131567,0.8431372549019608,Bradysia,257.46,209.69,2.450607761652473e-07,1.522272592250886e-06,173.94,171.3,8.240000000000322e-05,0.00018425200134598085
contig_1109,12,Diptera,7147,0.75,Bradysia,177.78,125.86,3.934013429000324e-08,1.1799745137705344e-07,121.85,94.96,0.0001105,0.000156270598642227
contig_1117,2,Bradysia,35571,1.0,Bradysia,191.0,49.5,5.5e-39,7.778174593052024e-39,,,,
contig_1120,2,Diptera,7147,1.0,Bradysia,337.5,296.28,1.81e-35,2.559726547895302e-35,,,,
contig_1110,13,Endopterygota,33392,0.5384615384615384,Bradysia,246.23,135.6,1.3300000000041572e-09,3.518849243714073e-09,156.15,82.37,1.3950515e-17,2.7899656683566916e-17
contig_114,1,Culicidae,7157,0,Culicidae,,,,,277.0,,4.67e-71,
contig_1066,43,Panarthropoda,88770,0.6976744186046512,Bradysia,188.74,147.69,3.651164337064333e-06,1.8978042548821397e-05,402.02,617.83,1.1986e-13,2.5627406813799944e-13
contig_108,22,Endopterygota,33392,0.8181818181818182,Bradysia,187.67,154.95,3.718905401800013e-08,1.5743000250554937e-07,122.2,113.5,5.534666666666667e-07,9.582859976715372e-07
contig_1138,2,Endopterygota,33392,0.5,Cucujiformia,157.0,,3.47e-39,,275.0,,1.3e-89,
contig_109,14,Endopterygota,33392,0.7142857142857143,Bradysia,205.52,189.21,3.2127218300109025e-08,1.0114859994472647e-07,175.25,148.14,1.4e-12,1.9798989873223334e-12
contig_1126,5,Endopterygota,33392,0.6,Endopterygota,138.97,84.83,4.5333333333333337e-10,7.851963660978911e-10,89.1,60.67,6.6e-05,9.333809511662427e-05
contig_1113,7,Neoptera,33340,0.7142857142857143,Bradysia,341.2,80.95,4.96000000934e-82,1.109089716317774e-81,55.8,,1.04e-08,
contig_1143,1,Endopterygota,33392,1.0,Endopterygota,339.0,,1.14e-102,,,,,
contig_1145,1,Pseudolycoriella hygida,35572,0,Pseudolycoriella hygida,,,,,71.2,,2.24e-08,
contig_1144,2,Neoptera,33340,1.0,Endopterygota,127.65,72.62,1.56e-14,2.2061731573020285e-14,,,,
contig_1148,2,Opisthokonta,33154,0.5,Erysiphe pulchra,80.9,,8.28e-17,,69.3,,3.24e-12,
contig_1154,1,Sciaridae,7184,1.0,Sciaridae,71.6,,2e-10,,,,,
contig_1146,6,Neoptera,33340,1.0,Bradysia,166.73,140.71,8.850442983333334e-12,2.1677767232639594e-11,,,,
contig_1156,2,Opisthokonta,33154,0.5,Bradysia,461.0,,3.33e-148,,160.0,,2.74e-46,
contig_1071,37,Bilateria,33213,0.7837837837837838,Bradysia,221.12,230.98,3.183121421582781e-06,1.640286544348686e-05,129.78,54.11,1.0040000186399998e-09,2.245012238989712e-09
contig_1111,22,Bilateria,33213,0.6363636363636364,Bradysia,359.26,264.93,3.3501185714285716e-12,1.2534518126292973e-11,176.9,206.16,2.162500253754325e-05,6.116473554731446e-05
contig_113,14,Endopterygota,33392,0.35714285714285715,Pseudolycoriella hygida,190.9,115.26,8.16e-08,1.8246314696398285e-07,227.27,245.98,2.1724630858482857e-11,5.744604439087231e-11
contig_110,39,Protostomia,33317,0.7692307692307693,Bradysia,297.02,347.74,1.0125933740000005e-07,5.145019180313231e-07,120.24,65.83,3.5020000000000005e-08,6.914551323115621e-08
contig_1112,23,Neoptera,33340,0.7391304347826086,Bradysia,259.07,173.73,5.882352941178801e-11,2.181135699853675e-10,179.9,189.36,5.9975e-11,1.0523847126090977e-10
contig_1158,14,Endopterygota,33392,0.8571428571428571,Bradysia,448.82,447.4,5.1833333333855836e-11,1.7955593371780903e-10,151.35,101.33,5.35e-14,7.566042558696059e-14
contig_1127,21,Hexapoda,6960,0.6190476190476191,Bradysia,275.44,209.0,2.5027e-13,7.984782719022477e-13,273.7,362.26,1.0288333333333333e-09,1.7763654137967598e-09
contig_1152,15,Opisthokonta,33154,0.6,Bradysia,308.12,250.01,1.2155555556877777e-06,2.412126194338959e-06,366.22,511.69,1.0700000000000004e-11,2.3925927359247748e-11
contig_1150,21,Pancrustacea,197562,0.8095238095238095,Bradysia,145.27,112.28,8.304714705883166e-07,3.419481230650327e-06,50.1,0.0,0.00042955,0.0005847065973631562
contig_1151,26,Neoptera,33340,0.7307692307692307,Bradysia,132.28,58.53,6.419315452685289e-09,1.9217627694281925e-08,158.95,83.41,1.8858875e-22,3.7694087048180827e-22
contig_1124,34,Hexapoda,6960,0.6470588235294118,Endopterygota,167.28,117.15,1.3774429559536819e-07,4.673676677830725e-07,148.22,84.26,4.70145711111118e-09,1.4099454237241043e-08
contig_250,955,cellular organisms,131567,0.7204188481675393,Bradysia,256.97,259.17,1.329102442376491e-06,1.2068476208164356e-05,173.25,217.14,8.352589158208262e-06,7.69698056718734e-05
contig_153,478,cellular organisms,131567,0.6841004184100419,Endopterygota,195.0,198.08,2.2900766684788755e-06,2.5582317512275986e-05,168.1,107.89,8.786447438086341e-06,5.7240617973225124e-05
contig_138,1169,cellular organisms,131567,0.7082976903336184,Bradysia,248.61,241.03,3.883610505751288e-06,4.243815309618211e-05,182.57,260.88,1.0356871940804009e-05,5.956497348275631e-05
contig_80,1039,cellular organisms,131567,0.714148219441771,Bradysia,239.72,231.7,3.41452500534613e-06,3.228413315222312e-05,181.08,195.99,1.2904769433861164e-05,8.52849449980711e-05
contig_137,714,cellular organisms,131567,0.7338935574229691,Bradysia,260.28,241.05,2.779166334761448e-06,2.434840760369982e-05,158.23,142.71,1.6252854535969302e-05,0.00010774037777535005
contig_82,837,cellular organisms,131567,0.7395459976105138,Bradysia,257.23,232.99,3.770435639192739e-06,4.104978288586277e-05,154.81,138.3,2.850167475339778e-05,0.00011538382615285843
contig_90,675,cellular organisms,131567,0.72,Bradysia,218.86,176.41,2.7433275787521953e-06,3.247206762823587e-05,156.86,110.43,1.5047871588502248e-05,9.125261226221852e-05
contig_83,1329,root,1,0.7283671933784801,Bradysia,247.2,228.93,1.2884178004214108e-06,2.3471996615116357e-05,165.13,135.9,1.487713518390709e-05,8.338859289477084e-05
contig_92,1467,cellular organisms,131567,0.732788002726653,Bradysia,257.96,249.17,2.619218198797913e-06,3.4991844078524846e-05,145.89,136.35,3.738196050519196e-05,0.00015611949014519765
contig_17,1846,cellular organisms,131567,0.7020585048754063,Bradysia,262.97,249.22,2.4992715439422337e-06,3.318904029527698e-05,164.46,153.11,1.866775630196788e-05,0.00010239973986445862
contig_116,5094,cellular organisms,131567,0.7192775814683942,Bradysia,264.43,266.36,2.745378478998983e-06,3.5987585380888924e-05,174.1,197.84,1.1058327749989805e-05,8.11425260337298e-05
